""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"Characteristics.disease.staging."	"Characteristics.organism.part."	"Assay.Name"
"ILMN_1726683"	-0.3287428448415	-1.25591849827376	11.5052137313931	-4.90741248192004	2.05183378688179e-06	0.000377516931391768	NA	NA	NA
"ILMN_1723048"	-0.499256562416135	-1.41348498936456	5.99333566592644	-4.90662386858625	2.05912138020212e-06	0.000377516931391768	NA	NA	NA
"ILMN_1798256"	0.364107177678926	1.28708486116296	11.9497335016482	4.90314601369	2.09156044990304e-06	0.000380083702662891	NA	NA	NA
"ILMN_1811592"	0.447732203760548	1.36389464224556	11.4327895487492	4.90146802970896	2.10738800160186e-06	0.000380083702662891	NA	NA	NA
"ILMN_1763516"	-0.594538157293376	-1.5099891229601	6.1929965518802	-4.89671641129404	2.15283937195428e-06	0.000385149908285756	NA	NA	NA
"ILMN_1701711"	-0.387687166665178	-1.30829435074473	9.24269341280843	-4.89485402584029	2.17091163991435e-06	0.00038527603055888	NA	NA	NA
"ILMN_1697529"	0.490125097094312	1.40456666141377	9.8196159711067	4.89206197009715	2.19828075125703e-06	0.00038703698560227	NA	NA	NA
"ILMN_1658312"	-0.455696105844534	-1.37144437248848	13.0185093479922	-4.87851733431514	2.33586377733029e-06	0.000407724813820735	NA	NA	NA
"ILMN_1684391"	0.422046249980144	1.3398265539571	10.8305670233998	4.87692826800775	2.3525412986411e-06	0.000407724813820735	NA	NA	NA
"ILMN_1787949"	-0.300829999625067	-1.23185290916	15.4942390121571	-4.87468723689099	2.37625734529597e-06	0.000408642580992604	NA	NA	NA
"ILMN_1733511"	-0.276109552036217	-1.2109250328813	11.8214846084571	-4.86207147917159	2.51414582387316e-06	0.000426423890553865	NA	NA	NA
"ILMN_1721563"	0.432281365611911	1.34936567247157	8.33130340749975	4.86171966804935	2.51809996675786e-06	0.000426423890553865	NA	NA	NA
"ILMN_1751981"	0.396394926691346	1.31621477940912	10.1693648758266	4.8551587582725	2.59295287216069e-06	0.000435773231181915	NA	NA	NA
"ILMN_1664434"	-0.503874389183759	-1.41801656816357	9.58961368120333	-4.84324632340874	2.73440114224772e-06	0.000456089886764086	NA	NA	NA
"ILMN_1786823"	-0.307708490016843	-1.2377401686281	12.4799390075613	-4.83510396309237	2.83534904804485e-06	0.000469398382700201	NA	NA	NA
"ILMN_1652409"	0.384068498556554	1.30501690787446	7.84522703024307	4.82748463739878	2.93307170403671e-06	0.000481979723572965	NA	NA	NA
"ILMN_1807919"	0.652304783659868	1.57167703065164	6.66827018947931	4.82104040523392	3.01825920734778e-06	0.0004923313401162	NA	NA	NA
"ILMN_1762168"	-0.192462608316246	-1.1427126053613	15.7816258246618	-4.81893412537989	3.0466178455026e-06	0.000493329710106786	NA	NA	NA
"ILMN_1788180"	0.471435209142009	1.3864880760955	6.69469788353095	4.81240771307146	3.13613446830322e-06	0.000504144978585787	NA	NA	NA
"ILMN_1662905"	-0.432764940490124	-1.34981804022287	11.954034623289	-4.79864407716159	3.33333236897373e-06	0.000531990253764843	NA	NA	NA
"ILMN_1712888"	-0.397605920353206	-1.31732006976259	11.1931747133179	-4.79591827330656	3.37378408220863e-06	0.000534600186283688	NA	NA	NA
"ILMN_1752579"	0.374089782251504	1.29602161734861	11.4416714365392	4.77582098990819	3.68703487283074e-06	0.000577799728783186	NA	NA	NA
"ILMN_1802753"	0.356884215037607	1.28065707676502	9.95202037373988	4.77358238325139	3.72361981795492e-06	0.000577799728783186	NA	NA	NA
"ILMN_1660345"	-0.563727734618274	-1.47808346106731	7.63854626763243	-4.77321000783344	3.72973938885603e-06	0.000577799728783186	NA	NA	NA
"ILMN_1738854"	-0.62243850532743	-1.53947507055066	5.66548377051604	-4.77119088931113	3.76309095972831e-06	0.000577799728783186	NA	NA	NA
"ILMN_1759628"	0.390521385519547	1.3108670615601	11.7273082483313	4.77037561818608	3.77663904947539e-06	0.000577799728783186	NA	NA	NA
"ILMN_1701832"	-0.2122838068177	-1.15852068784814	15.461729670104	-4.76242858100544	3.91119556020732e-06	0.000588058485128115	NA	NA	NA
"ILMN_1731745"	0.538012679042369	1.45197104041178	9.52206262870602	4.76217698447609	3.91553028393355e-06	0.000588058485128115	NA	NA	NA
"ILMN_1684585"	0.594560336511432	1.51001233689964	10.1372373828631	4.76173146661814	3.92321744495857e-06	0.000588058485128115	NA	NA	NA
"ILMN_1775744"	0.364951893075772	1.28783868558249	10.1365703377373	4.75641966795796	4.01600054642594e-06	0.000597434003903517	NA	NA	NA
"ILMN_1695598"	-0.356863804143781	-1.28063895847254	14.8005450550533	-4.75508597043662	4.0396276859686e-06	0.000597434003903517	NA	NA	NA
"ILMN_1743290"	0.760668485554925	1.69427550046575	12.1828983725298	4.75309807432299	4.07509377296461e-06	0.000598687948738059	NA	NA	NA
"ILMN_1746819"	0.407300226204738	1.32620171541775	8.74121529503397	4.74106645672998	4.29625831718829e-06	0.000623105536169525	NA	NA	NA
"ILMN_1678152"	0.445110609842938	1.36141849095748	9.10219445303919	4.74100202922381	4.29747327055253e-06	0.000623105536169525	NA	NA	NA
"ILMN_1809027"	-0.301887761850057	-1.23275641629531	10.0730802302299	-4.7362216629652	4.38855184665475e-06	0.000629148903726602	NA	NA	NA
"ILMN_1773154"	0.467963038885305	1.38315519282303	13.939032967292	4.73584149751588	4.3958745076462e-06	0.000629148903726602	NA	NA	NA
"ILMN_1762792"	-0.487494092085687	-1.4020075243529	6.47966871075371	-4.72930648284785	4.52361123071483e-06	0.00064328071501396	NA	NA	NA
"ILMN_1659077"	-0.452384794160564	-1.36830020688281	9.17316097291359	-4.72098990390634	4.69136348444742e-06	0.000662886672222812	NA	NA	NA
"ILMN_1683948"	0.485076769763154	1.39966034338237	7.65940208189437	4.71626133856403	4.78940524334151e-06	0.000670489584803874	NA	NA	NA
"ILMN_1727347"	-0.20911195568711	-1.15597640888832	13.4171274736552	-4.71513924728739	4.81295946633765e-06	0.000670489584803874	NA	NA	NA
"ILMN_1745172"	-0.284063673351516	-1.21761975713005	11.7326785670851	-4.71260923615228	4.86647902539581e-06	0.000670489584803874	NA	NA	NA
"ILMN_1699570"	0.326376625104048	1.25386030626355	12.7145434088126	4.71096758428066	4.901513286508e-06	0.000670489584803874	NA	NA	NA
"ILMN_1763487"	0.691792206320996	1.61528888581663	10.3894043918962	4.71055147048174	4.91043212916643e-06	0.000670489584803874	NA	NA	NA
"ILMN_1773760"	-0.295725539905484	-1.22750214017084	10.42426482508	-4.70980296947562	4.92651470983733e-06	0.000670489584803874	NA	NA	NA
"ILMN_1652505"	-0.343550908647986	-1.26887584073871	9.32091102474493	-4.70152066436032	5.10790112724072e-06	0.000687910110465809	NA	NA	NA
"ILMN_1652748"	-0.309263368312302	-1.23907487397805	14.9059956051801	-4.70113363792474	5.11653300698064e-06	0.000687910110465809	NA	NA	NA
"ILMN_1734276"	-0.626382026620158	-1.5436888908022	6.8383549764413	-4.69851806724299	5.17523857409649e-06	0.000691611400769618	NA	NA	NA
"ILMN_1719316"	0.302069302725981	1.23291154940001	12.0501923058294	4.69130010307321	5.34063643539232e-06	0.000709441189717026	NA	NA	NA
"ILMN_1760683"	-0.194152605870614	-1.14405198271057	12.7012142872786	-4.68723592841229	5.43599946283495e-06	0.000717799035311342	NA	NA	NA
"ILMN_1659240"	0.294325041888413	1.22631111911767	11.8260477950233	4.68423838826478	5.50738571149308e-06	0.000717799035311342	NA	NA	NA
"ILMN_1757262"	-0.406741693238803	-1.32568838169829	7.44381991503305	-4.68222980390417	5.55572543580164e-06	0.000717799035311342	NA	NA	NA
"ILMN_1809010"	0.30649936996543	1.2367032554551	10.96553958052	4.68220135530845	5.5564130282683e-06	0.000717799035311342	NA	NA	NA
"ILMN_1761941"	0.613636805075865	1.53011151952441	10.6148576808906	4.68106981451902	5.58382867209268e-06	0.000717799035311342	NA	NA	NA
"ILMN_1694810"	0.634508234685452	1.55240849693201	6.93870257698715	4.67880121923677	5.63918735765343e-06	0.000717799035311342	NA	NA	NA
"ILMN_1796245"	0.381502698914894	1.30269802824453	10.5780170387826	4.67772448196822	5.66564711032709e-06	0.000717799035311342	NA	NA	NA
"ILMN_1674874"	0.319825427819184	1.24817950478223	13.11891483078	4.67704780925721	5.68233694276769e-06	0.000717799035311342	NA	NA	NA
"ILMN_1761159"	-0.247537628088297	-1.18717912393747	12.7907549427222	-4.67654523739388	5.69476335263236e-06	0.000717799035311342	NA	NA	NA
"ILMN_1701111"	0.443290748873527	1.35970223748403	10.2510615566567	4.6741283477662	5.75488973891331e-06	0.000721279513943801	NA	NA	NA
"ILMN_1739558"	-0.34992660336198	-1.2744957861139	9.65543351604602	-4.67184046405533	5.81237093912362e-06	0.000724391218615272	NA	NA	NA
"ILMN_1666635"	-0.199829239422577	-1.148562400564	15.479752748154	-4.66840546864755	5.89971402880358e-06	0.000729407199230591	NA	NA	NA
"ILMN_1774334"	-0.289072379511051	-1.22185440014834	12.747006601585	-4.66767782891755	5.91837792379672e-06	0.000729407199230591	NA	NA	NA
"ILMN_1773063"	0.46060708862779	1.37612077037601	6.83299819977245	4.65804175458604	6.17097984998261e-06	0.000756337110453117	NA	NA	NA
"ILMN_1722809"	-0.746543565085934	-1.67776838362401	5.73498169146916	-4.65646131256103	6.21339062884533e-06	0.000757350866540136	NA	NA	NA
"ILMN_1768870"	0.233585111374942	1.17575307991326	12.8510686838928	4.65391193126638	6.28239595812438e-06	0.00076157744226793	NA	NA	NA
"ILMN_1715705"	-0.325801613696876	-1.25336065782965	9.47984342812943	-4.64860690117986	6.42836765807677e-06	0.000762461792425394	NA	NA	NA
"ILMN_1669033"	0.255075031174723	1.19339780722995	10.9442038339039	4.64764675873212	6.45513401906691e-06	0.000762461792425394	NA	NA	NA
